"","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","CurrentOccu","CurJobYears","CurJobMonths","CommunitySize","CountryOfRes","MaritalStatus","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","YouProcast","OthersThinkU","DPMean","AIPMean","GPMean","SWLSMean"
"3058",22,"Male","No Kids","ltuni","student",25000,"other",0,0,"Large Town","United States","Single",0,0,4,5,4,4,4,4,2,2,3,3,1,5,4,2,3,5,4,4,2,4,1,2,4,4,3,3,4,3,4,3,3,4,4,3,4,4,4,3,4,4,4,4,4,2,2,"yes","yes",4,3.2,3.4,3.2
"3059",28,"Female","No Kids","ma","full-time",55000,"other",1,2,"Large Town","United States","Single",0,0,4,4,3,2,1,1,1,3,3,2,1,3,4,3,3,1,2,2,2,2,4,1,1,5,1,1,2,3,3,2,2,4,1,1,3,2,2,2,3,2,4,5,4,4,4,"yes","yes",2.5,2.2,2.25,4.2
"3060",32.5,"Female","No Kids","phd","full-time",55000,"other",4,0,"Small Town","United States","Single",0,0,2,4,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,1,2,4,4,3,4,4,4,4,2,4,3,3,4,2,2,4,4,4,2,3,3,3,2,"yes","yes",3,4,3.3,2.6
"3061",37.5,"Female","No Kids","deg","full-time",150000,"other",5,0,"Village","United States","Single",0,0,2,2,2,2,2,2,2,5,4,3,1,1,4,3,4,3,3,3,3,5,5,4,3,5,5,3,5,1,3,5,3,5,4,5,4,4,4,5,5,4,2,2,2,3,1,"yes","no",2,3.06666666666667,4.1,2
"3062",32.5,"Male","No Kids","high","student",NA,"other",0,0,"Large Town","United States","Single",0,0,5,5,3,2,2,1,1,5,1,3,5,2,4,2,2,1,3,5,1,1,5,1,2,2,3,2,2,4,3,1,2,3,1,3,3,3,4,4,4,4,1,1,2,1,1,"yes","no",3.5,2.46666666666667,2.8,1.2
"3063",37.5,"Male","Yes Kids","phd","full-time",87500,"other",10,0,"Village","United States","Married",1,2,5,5,2,3,3,5,1,2,2,4,4,5,5,5,5,5,2,5,2,5,5,3,5,5,4,2,4,3,5,5,2,5,5,5,5,5,5,5,5,5,2,3,2,2,1,"yes","yes",4,3.8,4.4,2
"3064",24,"Female","No Kids","ma","student",87500,"other",1,0,"Large Town","United States","Single",0,0,2,1,1,1,1,2,2,3,3,3,3,3,4,3,3,1,3,2,2,2,2,1,3,1,3,5,2,2,4,1,2,4,2,2,5,3,2,3,2,3,5,5,5,5,5,"yes","no",1.5,2.6,2.6,5
"3065",55,"Female","No Kids","ltuni","retired",15000,"other",12,5,"Large-City","United States","Divorced",0,0,4,4,4,3,3,1,2,2,4,4,4,4,4,3,4,5,5,1,5,2,5,1,2,3,4,2,3,4,3,4,5,4,3,2,5,5,1,3,3,5,1,1,1,1,4,"yes","yes",3.5,3.33333333333333,3.35,1.6
"3066",45,"Male","No Kids","deg","unemployed",15000,"other",4,0,"Village","United States","Single",0,0,3,3,2,3,3,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3,3,2,2,1,"yes","yes",3,3.8,3.6,2.2
"3067",45,"Male","No Kids","deg","unemployed",15000,"other",4,0,"Village","United States","Single",0,0,3,3,2,3,3,2,3,5,4,4,4,4,5,3,4,3,4,4,4,4,4,2,3,4,3,3,4,4,4,4,4,4,3,3,4,5,3,4,3,4,3,3,2,2,1,"yes","yes",3,3.8,3.6,2.2
"3068",32.5,"Female","No Kids","ltuni","full-time",55000,"other",10,10,"Small Town","United States","Married",0,0,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,5,4,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,3,1,5,5,5,5,5,"yes","no",1,1.66666666666667,1.3,5
"3069",37.5,"Male","Yes Kids","ltuni","full-time",15000,"other",1,0,"Large-City","United States","Divorced",1,3,1,1,1,1,1,1,1,5,1,1,1,3,1,1,1,1,1,3,1,1,5,1,1,2,1,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,5,4,5,5,5,"yes","yes",1,1.53333333333333,1.85,4.8
"3070",37.5,"Male","Yes Kids","ma","full-time",87500,"other",10,0,"Medium-Sized","United States","Married",1,1,4,4,4,4,4,4,1,2,3,4,3,3,3,3,5,5,2,5,2,3,1,3,5,2,5,1,4,4,3,3,5,4,5,4,4,4,3,4,4,3,3,3,3,4,3,"yes","yes",4,3.2,3.55,3.2
"3071",32.5,"Male","No Kids","ma","full-time",87500,"other",8,0,"Small Town","United States","Divorced",0,0,5,4,4,3,3,1,2,5,3,3,3,3,4,3,5,4,2,5,3,4,4,4,4,5,2,2,5,2,4,3,2,5,4,5,5,5,5,4,3,5,5,5,4,4,2,"yes","yes",4,3.33333333333333,3.9,4
"3072",32.5,"Female","Yes Kids","deg","full-time",NA,"other",2,0,"Large Town","United States","Married",1,0,3,3,2,2,2,2,3,4,5,3,2,5,4,3,5,3,3,3,4,3,4,3,3,5,3,2,4,3,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,"yes","yes",2.5,3.46666666666667,3.7,4
"3073",45,"Female","Yes Kids","phd","part-time",25000,"other",4,6,"Small Town","United States","Married",1,0,3,3,3,3,3,1,2,5,3,2,1,2,3,3,3,4,3,4,2,2,2,3,4,4,3,3,2,3,3,3,3,3,5,2,3,3,3,4,4,3,3,2,2,2,2,"no","no",3,2.66666666666667,3.15,2.2
"3074",45,"Male","Yes Kids","ma","full-time",25000,"other",2,0,"Small Town","United States","Married",3,1,3,3,4,3,3,3,4,5,4,4,3,4,4,2,4,5,4,1,3,3,3,1,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,3,3,3,2,3,4,3,"yes","yes",3,3.53333333333333,3.4,3
"3075",55,"Male","No Kids","ltuni","full-time",55000,"other",NA,0,"Medium-Sized","United States","Divorced",0,0,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,1,4,2,1,1,1,1,2,4,3,3,3,1,"no","no",1,1.2,1.5,2.8
"3076",28,"Male","No Kids","deg","student",NA,"other",0,0,"Village","United States","Single",0,0,5,5,5,5,5,5,4,3,5,5,4,4,5,4,5,5,5,4,4,5,5,4,3,5,5,4,5,5,5,3,2,5,4,5,5,4,5,5,5,4,2,1,2,1,1,"yes","yes",5,4.46666666666667,4.4,1.4
"3077",28,"Female","Yes Kids","ltuni","full-time",35000,"other",1,0,"Small Town","United States","Divorced",1,1,4,4,5,3,3,2,3,3,4,3,3,2,3,2,4,3,4,2,4,5,5,3,2,4,5,2,3,3,3,4,3,3,3,4,3,5,4,3,3,3,3,4,3,4,2,"yes","yes",3.5,3.13333333333333,3.4,3.2
"3078",20,"Female","No Kids","dip","student",10000,"other",1,8,"Medium-Sized","United States","Single",0,0,4,4,2,2,2,1,1,5,4,4,4,3,4,4,4,5,4,3,1,1,4,3,2,5,3,3,1,2,3,4,4,4,1,4,4,4,2,4,4,4,3,4,4,3,3,"yes","yes",3,3.2,3.25,3.4
"3079",28,"Female","No Kids","deg","full-time",25000,"other",1,0,"Village","United States","Single",0,0,3,4,2,3,3,3,4,3,4,4,4,3,4,2,3,2,4,3,4,3,4,4,3,4,4,4,2,3,4,4,4,3,4,4,4,2,2,4,3,3,3,3,2,4,2,"yes","yes",3,3.33333333333333,3.45,2.8
"3080",67.5,"Male","Yes Kids","phd","full-time",67500,"other",0,0,"Large Town","United States","Married",2,0,3,3,2,1,2,2,2,5,3,2,2,3,3,3,3,1,3,1,2,2,2,3,2,4,2,1,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,1,3,4,2,"yes","no",2.5,2.46666666666667,2.55,2.6
"3081",55,"Male","No Kids","deg","full-time",25000,"other",7,0,"Small Town","United States","Single",0,0,5,5,4,3,3,1,1,5,1,2,2,5,5,2,2,4,5,3,1,5,5,4,2,2,3,1,3,3,3,3,4,3,1,2,4,5,5,1,5,5,1,1,1,1,1,"yes","yes",4,2.93333333333333,3.2,1
"3082",32.5,"Male","Yes Kids","dip","full-time",87500,"other",0,8,"Rural/Country","United States","Separated",1,1,4,4,4,3,3,3,3,3,4,3,5,3,3,3,4,3,3,3,3,4,4,2,3,3,4,3,3,3,4,2,2,4,3,4,4,4,3,4,4,3,3,3,2,3,3,"yes","no",3.5,3.33333333333333,3.3,2.8
"3083",45,"Male","No Kids","ma","full-time",250000,"other",0,0,"Medium-Sized","United States","Single",0,0,4,4,4,4,4,1,1,5,3,3,5,4,4,3,3,3,1,1,1,4,4,4,4,3,4,1,5,5,4,3,4,4,1,2,4,5,4,3,4,4,3,3,3,3,1,"yes","yes",4,2.8,3.6,2.6
"3084",37.5,"Male","Yes Kids","deg","full-time",55000,"other",0,2,"Rural/Country","United States","Married",1,0,3,3,4,3,3,2,2,2,4,3,3,2,4,3,4,3,2,3,3,4,4,3,3,2,2,3,3,4,3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,4,3,"yes","yes",3,2.93333333333333,3.3,3.2
"3085",45,"Male","No Kids","deg","part-time",25000,"other",0,0,"Village","United States","Married",0,0,4,4,4,4,4,1,3,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,5,4,4,4,5,4,2,5,5,4,5,3,3,3,3,4,2,"yes","yes",4,3.8,3.95,3
"3086",32.5,"Male","Yes Kids","phd","full-time",87500,"other",4,10,"Large Town","United States","Married",2,0,3,3,4,3,3,1,2,3,3,3,1,2,3,2,2,3,3,2,2,2,3,1,3,3,1,2,4,3,4,2,3,3,1,2,3,4,3,3,3,3,2,4,3,3,2,"no","no",3,2.26666666666667,2.7,2.8
"3087",55,"Female","Yes Kids","phd","unemployed",25000,"other",4,0,"Large Town","United States","Divorced",1,0,5,5,5,3,2,1,5,4,5,5,5,5,5,5,5,3,5,3,5,5,5,3,5,4,4,4,5,5,5,5,5,5,3,4,4,5,5,5,5,5,2,2,2,3,2,"yes","yes",3.5,4.4,4.55,2.2
"3088",55,"Female","Yes Kids","ma","full-time",87500,"other",4,11,"Large-City","United States","Divorced",0,1,3,3,2,2,2,1,1,1,1,1,5,1,5,1,1,2,1,2,1,3,2,1,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,4,4,4,3,"no","no",2.5,1.8,2.6,3.6
"3089",67.5,"Male","No Kids","ma","full-time",150000,"other",7,3,"Large-City","United States","Married",0,0,4,4,3,4,4,3,3,3,4,4,3,4,4,3,4,4,5,4,4,5,5,3,4,1,4,3,4,4,4,4,5,5,4,4,3,4,3,4,3,3,2,1,1,3,1,"yes","yes",4,3.8,3.7,1.6
"3090",28,"Female","No Kids","deg","full-time",150000,"other",5,0,"Rural/Country","United States","Single",0,0,4,3,3,3,3,3,4,2,4,3,3,4,4,2,4,5,5,5,4,5,5,2,4,5,3,2,4,3,4,4,5,5,3,3,4,4,3,5,4,3,3,2,3,3,2,"yes","yes",3.5,3.8,3.75,2.6
"3091",55,"Female","Yes Kids","ma","full-time",67500,"other",NA,0,"Large Town","United States","Married",3,2,5,4,4,4,5,3,4,3,5,5,5,5,5,5,5,2,5,3,5,4,5,3,5,5,4,3,4,4,4,4,5,5,3,4,4,4,3,4,4,4,2,3,2,4,2,"yes","yes",5,4.26666666666667,4.05,2.6
"3092",45,"Male","No Kids","phd","full-time",45000,"other",3,0,"Large Town","United States","Married",0,0,4,4,3,3,3,1,2,4,4,4,3,3,4,2,4,2,3,4,3,4,4,3,4,2,2,2,4,4,4,4,3,4,1,2,4,3,4,5,4,4,3,4,2,3,2,"yes","yes",3.5,3.13333333333333,3.35,2.8
"3093",28,"Female","No Kids","ma","unemployed",150000,"other",0,0,"Village","United States","Married",0,0,5,5,4,3,3,4,1,2,2,5,5,5,4,5,5,3,2,3,3,5,5,4,2,1,5,3,5,2,5,3,4,5,3,4,4,5,5,5,5,5,4,4,3,3,5,"yes","yes",4,3.6,4,3.8
"3094",55,"Male","Yes Kids","high","full-time",25000,"other",5,0,"Large Town","United States","Married",1,1,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,2,3,3,3,4,3,2,"no","no",2,2.33333333333333,2.35,3
"3095",67.5,"Female","Yes Kids","ltuni","part-time",25000,"other",0,2,"Rural/Country","United States","Divorced",0,2,2,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,"no","no",1.5,1.33333333333333,1.5,1.6
"3096",28,"Female","No Kids","ltuni","part-time",15000,"other",1,6,"Village","United States","Single",0,0,3,3,2,2,2,1,1,3,2,3,1,2,2,3,2,3,3,4,3,3,3,2,1,2,2,3,3,2,3,2,2,3,2,2,3,2,2,3,3,3,4,5,4,3,4,"no","no",2.5,2.4,2.4,4
"3097",45,"Male","No Kids","deg","full-time",35000,"other",5,0,"Small Town","United States","Married",0,0,3,2,3,2,2,1,1,3,2,3,2,2,3,2,3,2,2,1,2,2,3,3,3,4,2,3,3,3,3,2,2,2,2,3,3,4,2,3,2,4,2,4,3,4,4,"yes","no",2.5,2.06666666666667,2.8,3.4
"3098",45,"Female","Yes Kids","phd","part-time",25000,"other",1,3,"Large Town","United States","Married",1,4,5,4,4,3,3,3,4,5,5,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,5,4,5,5,4,4,5,4,5,4,5,4,3,1,2,2,3,2,"yes","yes",4,4.26666666666667,4.3,2
"3099",45,"Female","No Kids","phd","full-time",87500,"other",13,0,"Other","United States","Married",0,0,3,3,2,2,2,1,1,2,3,3,4,2,2,3,4,1,2,2,2,2,4,2,2,2,2,1,3,3,4,3,3,3,2,2,3,4,2,4,3,2,4,4,3,5,3,"yes","no",2.5,2.26666666666667,2.7,3.8
"3100",45,"Male","Yes Kids","deg","full-time",67500,"other",5,0,"Rural/Country","United States","Divorced",1,2,1,1,3,2,1,2,2,5,3,2,4,1,3,1,1,5,3,1,2,2,2,1,2,2,1,2,2,2,4,1,3,3,4,3,2,4,3,3,3,3,4,4,4,4,1,"yes","no",1,2.46666666666667,2.5,3.4
"3101",28,"Female","No Kids","high","part-time",15000,"other",2,0,"Small Town","United States","Single",0,0,2,3,3,2,2,2,2,3,5,4,2,4,5,3,4,4,3,2,4,2,4,3,4,4,4,2,5,4,4,4,4,3,3,4,4,4,3,4,4,5,2,2,2,2,1,"yes","yes",2,3.26666666666667,3.8,1.8
"3102",67.5,"Female","Yes Kids","phd","retired",150000,"other",NA,0,"Large Town","United States","Married",3,0,4,3,3,2,2,1,1,4,4,3,3,4,4,4,4,2,4,2,4,2,3,2,2,3,3,3,3,3,4,4,3,5,1,2,4,3,2,3,4,3,5,5,5,5,5,"yes","no",3,3.06666666666667,3,5
"3103",32.5,"Male","Yes Kids","ma","full-time",87500,"other",3,0,"Small Town","United States","Married",3,0,3,4,4,3,3,3,5,3,4,3,5,4,4,4,4,2,4,3,4,4,4,2,3,3,4,3,3,3,3,2,4,3,4,4,3,4,4,2,4,2,3,4,4,4,2,"yes","yes",3,3.73333333333333,3.2,3.4
"3104",21,"Female","No Kids","deg","student",10000,"other",2,0,"Medium-Sized","United States","Single",0,0,4,3,5,3,3,1,1,5,1,1,1,2,4,1,4,3,1,1,1,1,3,1,2,2,2,4,3,4,4,1,5,3,1,1,4,4,1,3,3,2,2,2,3,3,4,"yes","yes",3.5,1.86666666666667,2.65,2.8
"3105",55,"Male","Yes Kids","Other","full-time",150000,"other",4,0,"Large Town","United States","Married",1,1,4,2,2,1,1,1,1,1,5,5,1,1,1,1,1,2,1,1,1,2,1,1,5,2,1,1,2,2,3,1,2,4,1,3,2,5,2,4,2,2,4,4,4,4,3,"no","no",2.5,1.66666666666667,2.3,3.8
"3106",45,"Female","Yes Kids","phd","full-time",NA,"other",12,0,"Village","United States","Married",0,1,2,2,2,2,2,1,1,4,3,2,1,3,2,2,3,3,1,3,1,2,3,1,3,1,3,2,3,2,3,3,2,3,5,3,2,4,3,3,3,2,2,3,3,3,1,"no","no",2,2.13333333333333,2.7,2.4
"3107",28,"Female","Yes Kids","dip","full-time",NA,"other",5,0,"Small Town","United States","Married",3,0,2,2,2,2,2,1,1,3,3,3,3,1,3,2,3,1,3,3,2,2,3,1,1,4,3,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,4,5,5,5,5,"no","no",2,2.26666666666667,2.55,4.8
"3108",28,"Female","No Kids","dip","part-time",10000,"other",0,8,"Village","United States","Married",0,0,5,5,5,3,3,4,2,3,4,3,5,4,5,2,5,5,4,3,2,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,4,5,5,2,3,1,2,2,"yes","yes",4,3.73333333333333,4.35,2
"3109",45,"Male","No Kids","ma","full-time",87500,"other",3,0,"Medium-Sized","United States","Divorced",0,0,2,3,2,2,2,2,1,2,2,3,1,3,1,1,4,4,2,4,1,3,4,1,3,5,5,5,3,2,4,3,3,4,4,5,2,4,1,2,2,3,2,4,4,4,3,"yes","yes",2,2.26666666666667,3.25,3.4
"3110",37.5,"Male","No Kids","deg","full-time",87500,"other",0,6,"Village","United States","Married",0,0,5,5,5,5,5,4,3,2,4,4,3,4,5,4,5,5,4,5,4,5,5,5,3,4,4,3,5,5,5,2,4,5,5,5,5,5,5,4,5,5,2,3,3,4,3,"yes","yes",5,4.06666666666667,4.45,3
"3111",45,"Female","Yes Kids","deg","unemployed",15000,"other",2,3,"Small Town","United States","Separated",0,2,5,4,3,2,3,4,4,3,4,4,4,4,2,3,4,3,3,3,4,5,4,5,1,1,5,2,3,4,4,1,2,4,5,5,3,3,2,4,2,5,2,2,3,3,4,"yes","yes",4,3.6,3.25,2.8
"3112",45,"Female","Yes Kids","dip","full-time",NA,"other",0,6,"Rural/Country","United States","Married",2,0,2,3,1,2,2,1,2,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,1,3,3,3,2,4,1,2,2,2,2,3,1,"no","no",2,2.33333333333333,2.4,2
"3113",32.5,"Female","No Kids","dip","unemployed",NA,"other",0,0,"Village","United States","Single",0,0,5,5,5,4,4,3,3,3,5,4,4,4,4,4,5,3,5,3,4,4,4,3,4,4,3,3,4,4,5,5,4,4,3,4,4,5,5,4,4,4,2,3,2,2,1,"yes","yes",4.5,3.86666666666667,4,2
"3114",32.5,"Female","No Kids","ma","full-time",55000,"other",0,2,"Small Town","United States","Single",0,0,3,3,3,3,3,2,2,3,4,3,3,3,3,3,4,4,4,3,4,3,4,2,2,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,3,4,3,3,4,4,"yes","yes",3,3.2,3.25,3.6
"3115",55,"Male","Yes Kids","phd","full-time",150000,"other",NA,0,"Small Town","United States","Married",1,1,5,5,4,4,4,2,2,5,3,3,1,4,5,2,4,5,5,5,3,5,5,4,4,1,4,4,3,4,5,3,4,5,4,5,5,5,4,5,5,5,2,3,1,3,2,"yes","yes",4.5,3.6,4.2,2.2
"3116",25,"Female","No Kids","ma","part-time",15000,"other",0,5,"Small Town","United States","Single",0,0,4,4,3,2,2,1,1,1,2,3,4,4,4,2,3,2,2,3,1,3,4,2,3,2,2,3,3,3,5,2,3,4,1,3,4,4,3,4,5,4,2,2,2,1,2,"yes","yes",3,2.4,3.2,1.8
"3117",28,"Female","No Kids","ltuni","student",15000,"other",4,0,"Village","United States","Single",0,0,2,2,1,1,1,1,2,3,3,2,1,1,3,1,1,4,5,2,3,2,3,1,2,4,2,3,1,4,3,1,2,3,1,2,4,3,4,4,1,2,3,4,5,5,4,"yes","no",1.5,2.26666666666667,2.5,4.2
"3118",32.5,"Male","No Kids","deg","unemployed",NA,"other",0,0,"Small Town","United States","Single",0,0,5,3,3,3,3,3,4,3,5,4,3,4,4,3,4,3,4,3,5,3,4,2,4,4,1,2,4,2,3,5,4,5,1,1,4,4,4,3,3,3,1,2,2,4,2,"yes","yes",4,3.66666666666667,3.15,2.2
"3119",55,"Female","Yes Kids","phd","full-time",87500,"other",0,0,"Medium-Sized","United States","Married",1,1,2,2,2,3,2,1,3,3,5,3,3,3,4,3,5,3,5,3,4,4,3,2,2,3,3,2,2,2,3,4,4,3,1,3,3,2,4,4,3,2,4,4,4,4,3,"yes","no",2,3.46666666666667,2.75,3.8
"3120",32.5,"Female","No Kids","deg","part-time",10000,"other",3,0,"Small Town","United States","Divorced",0,0,3,3,3,3,3,1,1,1,1,3,1,3,3,3,3,3,1,1,1,4,5,5,3,3,3,5,5,3,5,3,5,5,1,1,3,3,3,3,5,3,3,3,4,3,5,"yes","yes",3,2,3.6,3.6
"3121",55,"Male","Yes Kids","ma","full-time",150000,"other",0,0,"Other","United States","Married",2,1,2,4,4,4,4,3,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,5,4,3,4,4,4,4,4,4,4,5,3,4,4,4,4,4,"yes","yes",3,3.66666666666667,3.8,4
"3122",45,"Female","Yes Kids","ltuni","full-time",35000,"other",9,0,"Small Town","United States","Divorced",1,1,4,4,4,3,2,3,5,5,5,3,3,3,3,3,3,4,5,3,5,5,4,2,4,4,5,4,4,4,5,3,4,3,5,5,5,5,5,5,5,1,1,3,3,3,2,"yes","yes",3,3.86666666666667,4.1,2.4
"3123",67.5,"Female","Yes Kids","ma","retired",87500,"other",0,0,"Rural/Country","United States","Married",0,2,4,4,4,3,3,3,1,2,1,3,3,4,4,4,4,2,2,2,1,4,3,1,3,1,3,3,3,4,3,2,4,4,2,3,4,4,2,3,4,4,5,5,5,5,3,"yes","yes",3.5,2.66666666666667,3,4.6
"3124",45,"Male","No Kids","dip","full-time",55000,"other",12,0,"Small Town","United States","Married",0,0,2,3,3,2,2,3,3,5,4,3,1,3,3,3,3,2,3,3,4,3,2,1,3,1,3,2,3,3,2,4,4,3,3,4,3,4,4,3,3,3,3,4,3,4,5,"no","yes",2,3.06666666666667,2.9,3.8
"3125",32.5,"Male","No Kids","phd","full-time",87500,"other",7,8,"Village","United States","Divorced",0,0,2,1,1,1,1,2,2,2,4,4,2,2,4,3,5,3,3,3,2,4,4,1,4,4,2,3,4,2,5,2,2,4,2,3,4,2,2,5,4,4,4,5,4,4,3,"yes","yes",1.5,3,3.15,4
"3126",67.5,"Female","Yes Kids","phd","full-time",45000,"other",13,6,"Village","United States","Married",1,0,3,2,1,2,2,1,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,3,2,2,3,2,4,4,4,4,3,"no","no",2.5,2,2.15,3.8
"3127",45,"Male","Yes Kids","phd","full-time",15000,"other",10,0,"Small Town","United States","Married",0,2,3,3,4,3,3,2,2,4,3,3,2,3,4,1,3,5,3,2,2,3,3,3,2,2,3,2,2,4,3,3,3,3,2,3,3,3,3,4,1,2,3,4,3,4,3,"yes","yes",3,2.8,2.7,3.4
"3128",28,"Female","No Kids","deg","student",15000,"other",3,2,"Small Town","United States","Single",0,0,4,4,4,4,4,1,1,1,4,5,5,5,5,4,5,5,3,5,4,4,4,2,2,4,4,4,4,4,4,3,3,5,1,3,4,2,2,4,5,4,4,3,3,3,4,"yes","yes",4,3.8,3.4,3.4
"3129",55,"Female","Yes Kids","phd","full-time",87500,"other",0,0,"Small Town","United States","Divorced",2,1,5,4,3,2,2,3,3,1,5,5,5,5,3,5,5,3,4,3,5,5,5,3,1,2,3,3,2,3,5,4,4,5,1,3,4,3,3,5,5,4,1,3,3,4,3,"yes","yes",3.5,4,3.4,2.8
"3130",19,"Female","No Kids","ltuni","student",10000,"other",NA,0,"Rural/Country","United States","Single",0,0,5,5,5,5,5,5,3,3,4,5,2,4,5,4,1,5,5,4,5,2,5,1,4,4,2,4,3,4,5,4,4,5,5,4,5,5,3,5,5,5,1,1,3,3,1,"yes","yes",5,3.8,4.1,1.8
"3131",23,"Female","No Kids","deg","student",NA,"other",0,10,"Village","United States","Married",0,0,4,3,4,3,2,1,4,2,4,3,2,2,2,1,3,2,4,3,3,1,3,1,1,5,3,3,3,4,1,2,3,3,2,1,3,1,1,4,2,3,3,3,4,4,3,"yes","yes",3,2.46666666666667,2.45,3.4
"3132",28,"Female","No Kids","ma","full-time",35000,"other",0,1,"Large-City","United States","Single",0,0,5,5,5,4,3,2,3,5,5,3,1,5,4,1,5,3,3,2,4,4,4,2,2,5,3,3,3,5,5,3,5,5,3,2,5,1,3,5,3,3,2,5,2,2,2,"no","yes",4,3.33333333333333,3.5,2.6
"3133",28,"Female","No Kids","phd","student",10000,"other",1,0,"Village","United States","Single",0,0,2,1,2,2,2,2,2,3,4,3,2,2,2,2,3,3,3,4,3,4,4,2,2,4,5,2,3,1,3,4,4,3,3,4,3,4,4,3,3,4,4,2,3,5,4,"yes","no",2,2.8,3.25,3.6
"3134",37.5,"Male","No Kids","ltuni","full-time",45000,"other",4,0,"Village","United States","Single",0,0,4,3,2,2,2,1,5,5,5,3,3,4,4,4,5,3,4,2,5,4,4,4,4,5,3,2,3,2,4,4,4,4,2,2,4,4,4,4,5,3,3,3,2,2,2,"yes","yes",3,3.8,3.55,2.4
"3135",25,"Female","No Kids","deg","full-time",55000,"other",3,0,"Village","United States","Single",0,0,3,3,2,1,1,1,1,3,1,1,2,2,3,1,2,2,1,2,1,1,3,1,2,4,2,2,3,3,4,2,2,4,2,2,4,3,3,4,4,3,5,5,5,5,4,"yes","no",2,1.6,2.85,4.8
"3136",45,"Male","No Kids","deg","full-time",45000,"other",1,3,"Village","United States","Single",0,0,3,3,4,2,2,2,3,3,3,3,1,2,3,3,3,3,3,4,3,5,4,3,3,5,5,3,4,4,5,1,3,3,5,5,3,5,5,5,5,5,1,2,2,1,1,"yes","yes",2.5,2.93333333333333,4.05,1.4
"3137",55,"Male","Yes Kids","phd","full-time",150000,"other",0,0,"Small Town","United States","Divorced",1,0,3,3,3,3,3,2,3,3,4,3,3,4,3,3,4,2,5,3,5,4,4,2,3,2,2,3,5,4,4,2,4,4,2,4,4,3,4,4,4,4,3,3,3,3,2,"yes","yes",3,3.4,3.4,2.8
"3138",45,"Male","No Kids","ltuni","unemployed",10000,"other",0,0,"Small Town","United States","Single",0,0,5,4,4,5,4,3,4,4,4,5,4,5,4,5,5,4,5,4,4,5,5,2,3,4,4,4,4,3,5,5,4,5,3,4,4,4,4,5,5,4,1,2,1,2,2,"yes","yes",4.5,4.33333333333333,4.05,1.6
"3139",45,"Female","No Kids","phd","full-time",35000,"other",4,0,"Rural/Country","United States","Single",0,0,2,3,3,3,2,4,1,1,1,3,1,3,3,3,2,2,2,3,2,4,3,1,4,4,4,3,3,2,2,3,5,2,3,2,2,2,4,3,1,3,2,2,2,2,3,"no","no",2,2.33333333333333,2.8,2.2
"3140",25,"Male","No Kids","deg","full-time",87500,"other",2,0,"Small Town","United States","Single",0,0,3,3,3,3,3,1,1,1,2,2,2,4,4,2,3,4,2,4,1,3,3,2,3,2,3,3,3,3,4,1,1,3,1,4,4,5,4,3,3,3,3,4,3,3,2,"yes","yes",3,2.4,2.9,3
"3141",20,"Female","No Kids","ltuni","student",10000,"other",0,4,"Small Town","United States","Single",0,0,3,4,3,2,2,2,1,4,2,1,2,2,4,1,3,4,3,5,1,2,3,1,2,3,2,2,3,4,4,5,1,3,2,3,4,3,3,4,5,5,3,4,3,3,2,"yes","no",2.5,2.46666666666667,3.1,3
